"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M1"	"REACTOME_DAG_AND_IP3_SIGNALING"	"REACTOME_DAG_AND_IP3_SIGNALING"	"5/423"	"41/10646"	0.0223454587023401	0.196702981534684	0.173926846830668	"CAMK2A/CAMK4/ADCY8/PRKCG/PDE1A"	5
"M1"	"REACTOME_MET_PROMOTES_CELL_MOTILITY"	"REACTOME_MET_PROMOTES_CELL_MOTILITY"	"5/423"	"41/10646"	0.0223454587023401	0.196702981534684	0.173926846830668	"MET/ITGA2/LAMA1/COL24A1/LAMC2"	5
"M1"	"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX"	"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX"	"11/423"	"140/10646"	0.0236190174768613	0.200350291268502	0.177151836490044	"SPOCK3/COL13A1/COL23A1/TLL1/ADAMTS18/COL26A1/ADAMTS16/KLK7/SCUBE1/LAMC2/COL6A5"	11
"M1"	"REACTOME_PLATELET_CALCIUM_HOMEOSTASIS"	"REACTOME_PLATELET_CALCIUM_HOMEOSTASIS"	"4/423"	"28/10646"	0.0236367330033517	0.200350291268502	0.177151836490044	"ATP2B2/SLC8A2/ATP2B3/P2RX5"	4
"M1"	"REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION"	"REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION"	"3/423"	"16/10646"	0.0237214744861907	0.200350291268502	0.177151836490044	"KL/FGF9/FGF5"	3
"M1"	"REACTOME_NCAM1_INTERACTIONS"	"REACTOME_NCAM1_INTERACTIONS"	"5/423"	"42/10646"	0.0245651351250479	0.202015913857302	0.17862459751593	"GFRA2/CACNA1I/CACNA1H/ST8SIA2/COL6A5"	5
"M1"	"REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT"	"REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT"	"5/423"	"42/10646"	0.0245651351250479	0.202015913857302	0.17862459751593	"PAX6/NEUROD1/INSM1/NR5A2/ONECUT1"	5
"M1"	"REACTOME_COLLAGEN_FORMATION"	"REACTOME_COLLAGEN_FORMATION"	"8/423"	"90/10646"	0.026378320267508	0.210315523860533	0.185963200045103	"COL13A1/COL23A1/TLL1/ADAMTS3/COL26A1/COL24A1/LAMC2/COL6A5"	8
"M1"	"REACTOME_OPIOID_SIGNALLING"	"REACTOME_OPIOID_SIGNALLING"	"8/423"	"90/10646"	0.026378320267508	0.210315523860533	0.185963200045103	"CAMK2A/PPP1R1B/CAMK4/ADCY8/PRKCG/PDE1A/PDYN/OPRM1"	8
"M1"	"REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS"	"REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS"	"4/423"	"29/10646"	0.0265838822159713	0.210315523860533	0.185963200045103	"SYT1/SV2B/STX1A/SYT2"	4
"M1"	"REACTOME_GABA_B_RECEPTOR_ACTIVATION"	"REACTOME_GABA_B_RECEPTOR_ACTIVATION"	"5/423"	"43/10646"	0.0269217538035791	0.210326201590462	0.185972641406303	"ADCY8/KCNJ6/KCNJ3/KCNJ12/KCNJ4"	5
"M1"	"REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS"	"REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS"	"3/423"	"17/10646"	0.027974780780655	0.21585478997419	0.190861077450863	"PRKCG/GRIP2/GRIP1"	3
"M1"	"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS"	"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS"	"11/423"	"144/10646"	0.028339938082584	0.216005625629451	0.190994447924988	"ADCY8/PDE1A/ADRB1/GPR83/DRD1/ADORA2B/PTHLH/RXFP1/PTH2R/HTR4/VIP"	11
"M1"	"REACTOME_COLLAGEN_CHAIN_TRIMERIZATION"	"REACTOME_COLLAGEN_CHAIN_TRIMERIZATION"	"5/423"	"44/10646"	0.0294176437751065	0.221518401920983	0.195868902751185	"COL13A1/COL23A1/COL26A1/COL24A1/COL6A5"	5
"M1"	"REACTOME_O_LINKED_GLYCOSYLATION"	"REACTOME_O_LINKED_GLYCOSYLATION"	"9/423"	"111/10646"	0.0323820487227243	0.237867780761014	0.210325195620265	"GALNT17/ADAMTSL1/GALNT9/SBSPON/ADAMTS3/ADAMTS18/ADAMTS16/GALNTL6/B3GNT4"	9
"M1"	"REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2"	"REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2"	"3/423"	"18/10646"	0.0326047181678233	0.237867780761014	0.210325195620265	"FGFR2/FGF9/FGF5"	3
"M1"	"REACTOME_EGFR_DOWNREGULATION"	"REACTOME_EGFR_DOWNREGULATION"	"4/423"	"31/10646"	0.0331111950819332	0.237867780761014	0.210325195620265	"SH3GL2/EGFR/SH3GL3/PTPN3"	4
"M1"	"REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS"	"REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS"	"4/423"	"31/10646"	0.0331111950819332	0.237867780761014	0.210325195620265	"SPTBN2/L1CAM/SCN3B/ANK1"	4
"M1"	"REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER"	"REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER"	"7/423"	"78/10646"	0.034963997593017	0.248323846541314	0.219570559047056	"FGFR2/EGFR/MET/NRG1/KL/FGF9/FGF5"	7
"M1"	"REACTOME_SIGNALING_BY_MET"	"REACTOME_SIGNALING_BY_MET"	"7/423"	"79/10646"	0.0371091733429736	0.260598127408523	0.230423607392799	"SH3GL2/MET/ITGA2/LAMA1/SH3GL3/COL24A1/LAMC2"	7
"M1"	"REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH"	"REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH"	"6/423"	"63/10646"	0.0383882112940613	0.266584800653204	0.235717086893359	"SPTBN2/GFRA2/CACNA1I/CACNA1H/ST8SIA2/COL6A5"	6
"M1"	"REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION"	"REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION"	"10/423"	"133/10646"	0.0390087839106464	0.26791747191378	0.23689544885008	"ADCY8/ADRB1/GPR83/DRD1/ADORA2B/PTHLH/RXFP1/PTH2R/HTR4/VIP"	10
"M1"	"REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS"	"REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS"	"5/423"	"48/10646"	0.0408315020670971	0.277387921651475	0.245269320197093	"ADCY8/RGS4/PRKCG/ADRA2A/ADRA2C"	5
"M1"	"REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION"	"REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION"	"3/423"	"20/10646"	0.0429779874528473	0.285757895298187	0.252670139000502	"FGFR2/FGF9/FGF5"	3
"M1"	"REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS"	"REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS"	"3/423"	"20/10646"	0.0429779874528473	0.285757895298187	0.252670139000502	"SH3GL2/MET/SH3GL3"	3
"M1"	"REACTOME_CELL_CELL_JUNCTION_ORGANIZATION"	"REACTOME_CELL_CELL_JUNCTION_ORGANIZATION"	"6/423"	"65/10646"	0.0437237184227816	0.287656042255142	0.254348500520336	"CDH18/CDH8/CDH7/CDH15/CDH12/CDH9"	6
"M1"	"REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY"	"REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY"	"3/423"	"21/10646"	0.0487092738720044	0.30458670546777	0.269318771150449	"SH3GL2/MET/SH3GL3"	3
"M1"	"REACTOME_PI_3K_CASCADE_FGFR1"	"REACTOME_PI_3K_CASCADE_FGFR1"	"3/423"	"21/10646"	0.0487092738720044	0.30458670546777	0.269318771150449	"KL/FGF9/FGF5"	3
"M1"	"REACTOME_SHC_MEDIATED_CASCADE_FGFR1"	"REACTOME_SHC_MEDIATED_CASCADE_FGFR1"	"3/423"	"21/10646"	0.0487092738720044	0.30458670546777	0.269318771150449	"KL/FGF9/FGF5"	3
"M1"	"REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES"	"REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES"	"3/423"	"21/10646"	0.0487092738720044	0.30458670546777	0.269318771150449	"GRIN1/GRIN2A/GRIN2C"	3
"M1"	"REACTOME_INWARDLY_RECTIFYING_K_CHANNELS"	"REACTOME_INWARDLY_RECTIFYING_K_CHANNELS"	"4/423"	"35/10646"	0.0487338728748432	0.30458670546777	0.269318771150449	"KCNJ6/KCNJ3/KCNJ12/KCNJ4"	4
"M1"	"REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS"	"REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS"	"5/423"	"51/10646"	0.0509300563041778	0.315161239506051	0.278668885457982	"EPHB6/EPHA7/EFNA5/EPHA6/EPHA10"	5
"M1"	"REACTOME_PLATELET_HOMEOSTASIS"	"REACTOME_PLATELET_HOMEOSTASIS"	"7/423"	"86/10646"	0.0545521493642383	0.329287568437971	0.291159534197785	"ATP2B2/SLC8A2/PDE1A/ATP2B3/PRKG1/NOS2/P2RX5"	7
"M1"	"REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE"	"REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE"	"3/423"	"22/10646"	0.0547934513880784	0.329287568437971	0.291159534197785	"PDE1A/PRKG1/NOS2"	3
"M1"	"REACTOME_RA_BIOSYNTHESIS_PATHWAY"	"REACTOME_RA_BIOSYNTHESIS_PATHWAY"	"3/423"	"22/10646"	0.0547934513880784	0.329287568437971	0.291159534197785	"ALDH1A1/DHRS9/CRABP1"	3
"M1"	"REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS"	"REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS"	"8/423"	"105/10646"	0.0572703626137809	0.338351556674349	0.299174008006793	"SYT1/SH3GL2/EGFR/SYT2/KIAA0319/SH3GL3/TACR1/CHRM2"	8
"M1"	"REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB"	"REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB"	"2/423"	"10/10646"	0.0573844240119695	0.338351556674349	0.299174008006793	"CAMK2A/CAMK4"	2
"M1"	"REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY"	"REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY"	"5/423"	"53/10646"	0.0584047690917307	0.341149352171324	0.301647848235697	"RORB/NR2E1/NR5A2/RXRG/PGR"	5
"M1"	"REACTOME_FRS_MEDIATED_FGFR1_SIGNALING"	"REACTOME_FRS_MEDIATED_FGFR1_SIGNALING"	"3/423"	"23/10646"	0.0612214674000721	0.346757147381199	0.306606319789692	"KL/FGF9/FGF5"	3
"M1"	"REACTOME_PI_3K_CASCADE_FGFR2"	"REACTOME_PI_3K_CASCADE_FGFR2"	"3/423"	"23/10646"	0.0612214674000721	0.346757147381199	0.306606319789692	"FGFR2/FGF9/FGF5"	3
"M1"	"REACTOME_G_PROTEIN_MEDIATED_EVENTS"	"REACTOME_G_PROTEIN_MEDIATED_EVENTS"	"5/423"	"54/10646"	0.0623649355127839	0.346757147381199	0.306606319789692	"CAMK2A/CAMK4/ADCY8/PRKCG/PDE1A"	5
"M1"	"REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R"	"REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R"	"5/423"	"54/10646"	0.0623649355127839	0.346757147381199	0.306606319789692	"FGFR2/KL/FGF9/FGF5/IRS4"	5
"M1"	"REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"	"REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"	"19/423"	"327/10646"	0.0625412243754235	0.346757147381199	0.306606319789692	"CAMK2A/SPTBN2/GRIN1/FGFR2/NEFL/EGFR/DUSP8/RASGRF1/LRRC7/RASGRP1/ANGPT1/GFRA2/MET/NRG1/RASAL1/PTPN3/KL/FGF9/FGF5"	19
"M1"	"REACTOME_GAP_JUNCTION_ASSEMBLY"	"REACTOME_GAP_JUNCTION_ASSEMBLY"	"4/423"	"38/10646"	0.0626936922465208	0.346757147381199	0.306606319789692	"GJB6/TUBA8/GJB2/GJD2"	4
"M1"	"REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES"	"REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES"	"5/423"	"55/10646"	0.0664731296046662	0.358913523338651	0.317355115373123	"ATP1A3/CAMK2A/ATP2B2/SLN/ATP2B3"	5
"M1"	"REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS"	"REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS"	"4/423"	"39/10646"	0.0677665306639051	0.358913523338651	0.317355115373123	"GRM3/GRM4/GRM1/GRM2"	4
"M1"	"REACTOME_NGF_STIMULATED_TRANSCRIPTION"	"REACTOME_NGF_STIMULATED_TRANSCRIPTION"	"4/423"	"39/10646"	0.0677665306639051	0.358913523338651	0.317355115373123	"CDK5R2/SH3GL3/RRAD/EGR4"	4
"M1"	"REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION"	"REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION"	"4/423"	"39/10646"	0.0677665306639051	0.358913523338651	0.317355115373123	"RASGRP1/ADRA2A/ADRA2C/MPL"	4
"M1"	"REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING"	"REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING"	"2/423"	"11/10646"	0.0683371348436792	0.358913523338651	0.317355115373123	"CACNA1B/CACNG2"	2
"M1"	"REACTOME_SODIUM_CALCIUM_EXCHANGERS"	"REACTOME_SODIUM_CALCIUM_EXCHANGERS"	"2/423"	"11/10646"	0.0683371348436792	0.358913523338651	0.317355115373123	"SLC8A2/SLC24A4"	2
"M1"	"REACTOME_CELL_JUNCTION_ORGANIZATION"	"REACTOME_CELL_JUNCTION_ORGANIZATION"	"7/423"	"92/10646"	0.0729971881384353	0.377051591624149	0.333392986278195	"CDH18/CDH8/CDH7/CDH15/CDH12/CDH9/LAMC2"	7
"M1"	"REACTOME_EPH_EPHRIN_SIGNALING"	"REACTOME_EPH_EPHRIN_SIGNALING"	"7/423"	"92/10646"	0.0729971881384353	0.377051591624149	0.333392986278195	"GRIN1/EPHB6/MYH11/EPHA7/EFNA5/EPHA6/EPHA10"	7
"M1"	"REACTOME_CELL_CELL_COMMUNICATION"	"REACTOME_CELL_CELL_COMMUNICATION"	"9/423"	"130/10646"	0.0740619322088665	0.379415636315914	0.335483299479335	"KIRREL3/CDH18/CDH8/CDH7/CDH15/CDH12/CDH9/LAMC2/KIRREL2"	9
"M1"	"REACTOME_FRS_MEDIATED_FGFR2_SIGNALING"	"REACTOME_FRS_MEDIATED_FGFR2_SIGNALING"	"3/423"	"25/10646"	0.0750682286276212	0.381444251156612	0.33727702207532	"FGFR2/FGF9/FGF5"	3
"M1"	"REACTOME_EICOSANOIDS"	"REACTOME_EICOSANOIDS"	"2/423"	"12/10646"	0.0799081820725078	0.393248927522184	0.34771484117751	"CYP4F3/CYP4F12"	2
"M1"	"REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION"	"REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION"	"2/423"	"12/10646"	0.0799081820725078	0.393248927522184	0.34771484117751	"FGF9/FGF5"	2
"M1"	"REACTOME_REGULATION_OF_SIGNALING_BY_NODAL"	"REACTOME_REGULATION_OF_SIGNALING_BY_NODAL"	"2/423"	"12/10646"	0.0799081820725078	0.393248927522184	0.34771484117751	"ACVR1C/TDGF1"	2
"M1"	"REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS"	"REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS"	"2/423"	"12/10646"	0.0799081820725078	0.393248927522184	0.34771484117751	"KCNK9/KCNK3"	2
"M1"	"REACTOME_ECM_PROTEOGLYCANS"	"REACTOME_ECM_PROTEOGLYCANS"	"6/423"	"76/10646"	0.0810761089815889	0.395879438386664	0.350040766573472	"ITGA2/LAMA1/HAPLN1/TNN/MUSK/COL6A5"	6
"M1"	"REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL"	"REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL"	"3/423"	"26/10646"	0.0824646780312167	0.396464798227003	0.350558347905982	"PLCH1/INPP5J/ITPKA"	3
"M1"	"REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING"	"REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING"	"3/423"	"26/10646"	0.0824646780312167	0.396464798227003	0.350558347905982	"WNT7A/WNT10B/WNT9A"	3
"M1"	"REACTOME_REGULATION_OF_INSULIN_SECRETION"	"REACTOME_REGULATION_OF_INSULIN_SECRETION"	"6/423"	"78/10646"	0.08932902715067	0.426071295121844	0.376736724107735	"ADCY8/STX1A/SYT5/KCNC2/ADRA2A/ADRA2C"	6
"M1"	"REACTOME_SIGNALING_BY_RETINOIC_ACID"	"REACTOME_SIGNALING_BY_RETINOIC_ACID"	"4/423"	"43/10646"	0.0900814706725658	0.426071295121844	0.376736724107735	"ALDH1A1/DHRS9/RXRG/CRABP1"	4
"M1"	"REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING"	"REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING"	"2/423"	"13/10646"	0.0920313997463182	0.426071295121844	0.376736724107735	"EGFR/NRG1"	2
"M1"	"REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION"	"REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION"	"2/423"	"13/10646"	0.0920313997463182	0.426071295121844	0.376736724107735	"FGF9/FGF5"	2
"M1"	"REACTOME_LOSS_OF_FUNCTION_OF_MECP2_IN_RETT_SYNDROME"	"REACTOME_LOSS_OF_FUNCTION_OF_MECP2_IN_RETT_SYNDROME"	"2/423"	"13/10646"	0.0920313997463182	0.426071295121844	0.376736724107735	"CAMK4/BDNF"	2
"M1"	"REACTOME_RESPONSE_TO_METAL_IONS"	"REACTOME_RESPONSE_TO_METAL_IONS"	"2/423"	"14/10646"	0.10464488203028	0.480904788742095	0.425221076361432	"SNCB/MT1G"	2
"M1"	"REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING"	"REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING"	"3/423"	"29/10646"	0.106400347640747	0.485403045806328	0.429198482607701	"EGFR/NRG1/MATK"	3
"M1"	"REACTOME_ION_CHANNEL_TRANSPORT"	"REACTOME_ION_CHANNEL_TRANSPORT"	"11/423"	"183/10646"	0.112599302343484	0.503813143954309	0.445476885180652	"ATP1A3/CAMK2A/ATP2B2/RYR3/TRPM3/RYR2/SLN/ATP2B3/ANO1/TRPC5/SCNN1G"	11
"M1"	"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2"	"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2"	"3/423"	"30/10646"	0.114918013207882	0.503813143954309	0.445476885180652	"FGFR2/FGF9/FGF5"	3
"M1"	"REACTOME_LAMININ_INTERACTIONS"	"REACTOME_LAMININ_INTERACTIONS"	"3/423"	"30/10646"	0.114918013207882	0.503813143954309	0.445476885180652	"ITGA2/LAMA1/LAMC2"	3
"M1"	"REACTOME_SURFACTANT_METABOLISM"	"REACTOME_SURFACTANT_METABOLISM"	"3/423"	"30/10646"	0.114918013207882	0.503813143954309	0.445476885180652	"ADRA2A/ADORA2B/ADRA2C"	3
"M1"	"REACTOME_ANCHORING_FIBRIL_FORMATION"	"REACTOME_ANCHORING_FIBRIL_FORMATION"	"2/423"	"15/10646"	0.117690750427727	0.503813143954309	0.445476885180652	"TLL1/LAMC2"	2
"M1"	"REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS"	"REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS"	"2/423"	"15/10646"	0.117690750427727	0.503813143954309	0.445476885180652	"PTGDR2/PTGER3"	2
"M1"	"REACTOME_ERBB2_REGULATES_CELL_MOTILITY"	"REACTOME_ERBB2_REGULATES_CELL_MOTILITY"	"2/423"	"15/10646"	0.117690750427727	0.503813143954309	0.445476885180652	"EGFR/NRG1"	2
"M1"	"REACTOME_FATTY_ACIDS"	"REACTOME_FATTY_ACIDS"	"2/423"	"15/10646"	0.117690750427727	0.503813143954309	0.445476885180652	"CYP4F3/CYP4F12"	2
"M1"	"REACTOME_N_GLYCAN_ANTENNAE_ELONGATION"	"REACTOME_N_GLYCAN_ANTENNAE_ELONGATION"	"2/423"	"15/10646"	0.117690750427727	0.503813143954309	0.445476885180652	"MGAT4C/ST8SIA2"	2
"M1"	"REACTOME_GLYCOSAMINOGLYCAN_METABOLISM"	"REACTOME_GLYCOSAMINOGLYCAN_METABOLISM"	"8/423"	"124/10646"	0.120312645737223	0.510238106263859	0.451157904485938	"HS3ST4/HS3ST3B1/HPSE2/HS3ST2/HS3ST3A1/HS3ST5/NDST3/B3GNT4"	8
"M1"	"REACTOME_INOSITOL_PHOSPHATE_METABOLISM"	"REACTOME_INOSITOL_PHOSPHATE_METABOLISM"	"4/423"	"48/10646"	0.122230547242691	0.510238106263859	0.451157904485938	"PLCH1/INPP5J/ITPKA/IP6K3"	4
"M1"	"REACTOME_IRS_MEDIATED_SIGNALLING"	"REACTOME_IRS_MEDIATED_SIGNALLING"	"4/423"	"48/10646"	0.122230547242691	0.510238106263859	0.451157904485938	"FGFR2/KL/FGF9/FGF5"	4
"M1"	"REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"	"REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"	"9/423"	"145/10646"	0.123319138057489	0.510238106263859	0.451157904485938	"SYT1/PACSIN1/SH3GL2/EGFR/SYT2/KIAA0319/SH3GL3/TACR1/CHRM2"	9
"M1"	"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1"	"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1"	"3/423"	"31/10646"	0.123683029435662	0.510238106263859	0.451157904485938	"KL/FGF9/FGF5"	3
"M1"	"REACTOME_PI3K_AKT_SIGNALING_IN_CANCER"	"REACTOME_PI3K_AKT_SIGNALING_IN_CANCER"	"7/423"	"105/10646"	0.12408990744337	0.510238106263859	0.451157904485938	"FGFR2/EGFR/MET/NRG1/KL/FGF9/FGF5"	7
"M1"	"REACTOME_CGMP_EFFECTS"	"REACTOME_CGMP_EFFECTS"	"2/423"	"16/10646"	0.131114932705089	0.518594573502847	0.458546780781464	"PDE1A/PRKG1"	2
"M1"	"REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING"	"REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING"	"2/423"	"16/10646"	0.131114932705089	0.518594573502847	0.458546780781464	"EGFR/NRG1"	2
"M1"	"REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING"	"REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING"	"2/423"	"16/10646"	0.131114932705089	0.518594573502847	0.458546780781464	"EGFR/NRG1"	2
"M1"	"REACTOME_RAP1_SIGNALLING"	"REACTOME_RAP1_SIGNALLING"	"2/423"	"16/10646"	0.131114932705089	0.518594573502847	0.458546780781464	"RASGRP1/PRKG1"	2
"M1"	"REACTOME_NUCLEAR_SIGNALING_BY_ERBB4"	"REACTOME_NUCLEAR_SIGNALING_BY_ERBB4"	"3/423"	"32/10646"	0.132681809800821	0.518594573502847	0.458546780781464	"ADAP1/NRG1/PGR"	3
"M1"	"REACTOME_PHASE_0_RAPID_DEPOLARISATION"	"REACTOME_PHASE_0_RAPID_DEPOLARISATION"	"3/423"	"32/10646"	0.132681809800821	0.518594573502847	0.458546780781464	"CAMK2A/SCN3B/FGF13"	3
"M1"	"REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY"	"REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY"	"3/423"	"32/10646"	0.132681809800821	0.518594573502847	0.458546780781464	"CAMK2A/CAMK4/FOXG1"	3
"M1"	"REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS"	"REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS"	"5/423"	"68/10646"	0.132760210816729	0.518594573502847	0.458546780781464	"ADAMTSL1/SBSPON/ADAMTS3/ADAMTS18/ADAMTS16"	5
"M1"	"REACTOME_SIGNALING_BY_EGFR"	"REACTOME_SIGNALING_BY_EGFR"	"4/423"	"50/10646"	0.136289895005474	0.529075679369077	0.467814284915816	"SH3GL2/EGFR/SH3GL3/PTPN3"	4
"M1"	"REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION"	"REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION"	"3/423"	"33/10646"	0.141900684699879	0.544097717407511	0.481096929076115	"FGFR2/FGF9/FGF5"	3
"M1"	"REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING"	"REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING"	"3/423"	"33/10646"	0.141900684699879	0.544097717407511	0.481096929076115	"KL/FGF9/FGF5"	3
"M1"	"REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION"	"REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION"	"4/423"	"51/10646"	0.143554562128989	0.547082934942793	0.483736489844154	"GJB6/TUBA8/GJB2/GJD2"	4
"M1"	"REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING"	"REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING"	"3/423"	"34/10646"	0.151325959639381	0.569751354063935	0.503780144646006	"FGFR2/FGF9/FGF5"	3
"M1"	"REACTOME_SIGNALING_BY_WNT_IN_CANCER"	"REACTOME_SIGNALING_BY_WNT_IN_CANCER"	"3/423"	"34/10646"	0.151325959639381	0.569751354063935	0.503780144646006	"DKK1/RNF43/DKK2"	3
"M1"	"REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK"	"REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK"	"2/423"	"18/10646"	0.158899732310912	0.577397283106511	0.510540755588915	"EGFR/CCKBR"	2
"M1"	"REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES"	"REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES"	"2/423"	"18/10646"	0.158899732310912	0.577397283106511	0.510540755588915	"DIO2/PNMT"	2
